dokid	anforande_nummer
GV01NU7	191
GV01NU7	193
GV01NU7	195
GV01NU7	197
GV01NU7	199
GV01NU8	200
GV01NU8	202
GV01NU8	203
GV01NU8	204
GV01NU8	205
GV01NU8	206
GV01NU8	207
GV01NU8	209
GV01NU9	195
GV01NU9	197
GV01NU9	199
GV01NU9	201
GV01NU9	203
GV01NU9	205
GV01NU9	207
GV01SfU2	26
GV01SfU2	28
GV01SfU2	30
GV01SfU2	32
GV01SfU2	34
GV01SfU2	36
GV01SfU2	38
GV01SfU2	40
GV01SfU2	42
GV01SfU2	44
GV01SfU5	82
GV01SfU5	95
GV01SfU6	31
GV01SfU6	33
GV01SfU6	35
GV01SfU6	37
GV01SfU6	39
GV01SfU6	41
GV01SfU6	43
GV01SfU6	53
GV01SfU6	55
GV01SfU6	57
GV01SfU6	59
GV01SfU6	61
GV01SfU6	63
GV01SfU6	65
GV01SkU10	51
GV01SkU10	54
GV01SkU10	56
GV01SkU10	58
GV01SkU10	59
GV01SkU10	60
GV01SkU10	61
GV01SkU10	62
GV01SkU10	64
GV01SkU10	66
GV01SkU10	68
GV01SkU10	70
GV01SkU10	76
GV01SkU10	78
GV01SkU10	80
GV01SkU10	81
GV01SkU10	82
GV01SkU10	83
GV01SkU10	84
GV01SkU10	85
GV01SkU10	86
GV01SkU10	87
GV01SkU10	88
GV01SkU10	89
GV01SkU10	91
GV01SkU10	93
GV01SkU10	99
GV01SkU10	101
GV01SkU10	103
GV01SkU17	4
GV01SkU17	6
GV01SkU17	8
GV01SkU17	10
GV01SkU17	12
GV01SkU17	14
GV01SkU17	16
GV01SkU17	22
GV01SkU17	24
GV01SkU17	26
GV01SkU17	28
GV01SkU17	30
GV01SkU17	32
GV01SkU17	34
GV01SkU18	44
GV01SkU18	46
GV01SkU18	48
GV01SkU18	50
GV01SkU18	52
GV01SkU18	54
GV01SkU18	56
GV01SkU18	66
GV01SkU18	68
GV01SkU18	70
GV01SkU18	72
GV01SkU18	74
GV01SkU18	75
GV01SkU18	76
GV01SkU18	77
GV01SkU21	80
GV01SkU21	82
GV01SkU21	84
GV01SkU21	86
GV01SkU21	88
GV01SkU21	94
GV01SkU21	96
GV01SkU21	100
GV01SkU21	102
GV01SkU21	104
GV01SkU21	106
GV01SkU21	108
GV01SkU21	109
GV01SkU21	110
GV01SkU21	111
GV01SkU21	112
GV01SkU21	113
GV01SkU21	114
GV01TU10	124
GV01TU10	126
GV01TU10	128
GV01TU10	130
GV01TU10	137
GV01TU10	139
GV01TU10	145
GV01TU10	147
GV01TU10	149
GV01TU11	168
GV01TU11	170
GV01TU11	172
GV01TU11	179
GV01TU11	181
GV01TU11	188
GV01TU11	190
GV01TU13	14
GV01TU13	16
GV01TU13	18
GV01TU13	20
GV01TU13	22
GV01TU13	24
GV01TU13	26
GV01TU6	154
GV01TU6	160
GV01TU6	162
GV01TU6	169
GV01TU6	171
GV01TU7	14
GV01TU7	31
GV01TU8	1
GV01TU8	4
GV01TU8	15
GV01TU8	17
GV01TU9	90
GV01TU9	91
GV01TU9	93
GV01TU9	95
GV01TU9	96
GV01TU9	97
GV01TU9	98
GV01TU9	99
GV01UbU11	77
GV01UbU11	78
GV01UbU11	79
GV01UbU11	81
GV01UbU11	83
GV01UbU11	85
GV01UbU11	87
GV01UbU11	89
GV01UbU11	91
GV01UbU11	94
GV01UbU11	96
GV01UbU11	98
GV01UbU11	100
GV01UbU11	102
GV01UbU11	104
GV01UbU11	106
GV01UbU11	107
GV01UbU11	108
GV01UbU11	109
GV01UbU11	110
GV01UbU11	111
GV01UbU11	112
GV01UbU11	113
GV01UbU11	114
GV01UbU11	115
GV01UbU11	116
GV01UbU11	117
GV01UbU11	118
GV01UbU11	120
GV01UbU11	122
GV01UbU11	124
GV01UbU11	126
GV01UbU11	128
GV01UbU9	124
GV01UbU9	126
GV01UbU9	130
GV01UbU9	132
GV01UbU9	134
GV01UbU9	136
GV01UbU9	137
GV01UbU9	139
GV01UbU9	141
GV01UbU9	143
GV01UbU9	145
GV01UbU9	147
GV01UbU9	149
GV01UbU9	155
GV01UbU9	157
GV01UbU9	159
GV10100	31
GV10100	32
GV10100	34
GV10100	35
GV10100	37
GV10100	38
GV10100	40
GV10102	98
GV10102	99
GV10102	103
GV10102	104
GV10105	3
GV10105	7
GV10110	21
GV10110	24
GV10110	25
GV10110	28
GV10110	29
GV10110	31
GV10111	99
GV10111	102
GV10111	105
GV10111	107
GV10115	64
GV10115	67
GV10116	22
GV10116	24
GV10116	26
GV10117	32
GV10117	34
GV10117	35
GV10117	37
GV10117	38
GV10117	40
GV10118	73
GV10118	76
GV10118	77
GV10118	80
GV1012	144
GV1012	147
GV10120	61
GV10120	67
GV10122	3
GV10122	7
GV10122	11
GV10124	73
GV10124	75
GV10124	77
GV10126	78
GV10126	80
GV10126	82
GV10127	34
GV10127	35
GV10127	38
GV10127	39
GV10127	40
GV10127	43
GV10134	80
GV10134	84
GV10134	88
GV10141	41
GV10141	43
GV10141	45
GV10141	47
GV10142	67
GV10142	68
GV10142	69
GV10142	71
GV10142	72
GV10142	73
GV10142	75
GV10144	47
GV10144	48
GV10144	49
GV10145	107
GV10145	110
GV10150	48
GV10150	50
GV10150	52
GV10150	54
GV10151	89
GV10151	90
GV10151	99
GV10153	28
GV10153	30
GV10153	32
GV10154	2
GV10154	6
GV10154	10
GV10155	110
GV10155	114
GV10157	15
GV10157	17
GV10157	19
GV10158	59
GV10158	62
GV10158	64
GV10161	19
GV10161	22
GV10162	35
GV10162	36
GV10162	39
GV10162	40
GV10162	43
GV10163	115
GV10163	116
GV10163	117
GV10163	119
GV10163	120
GV10163	121
GV10163	123
GV10164	55
GV10164	57
GV10164	59
GV10164	61
GV10166	26
GV10166	30
GV10166	34
GV10169	37
GV10169	40
GV10169	43
GV10176	42
GV10176	44
GV10176	46
GV10180	61
GV10180	65
GV10181	70
GV10181	72
GV10181	73
GV10181	75
GV10181	76
GV10181	78
GV10182	49
GV10182	52
GV10182	53
GV10182	56
GV10183	79
GV10183	82
GV10183	84
GV10183	87
GV10183	89
GV10184	46
GV10184	48
GV10184	49
GV10184	51
GV10184	52
GV10185	24
GV10185	26
GV10185	28
GV10186	91
GV10186	93
GV10186	95
GV10186	96
GV10186	98
GV10186	100
GV10186	102
GV10186	104
GV10186	106
GV10188	39
GV10188	43
GV10189	72
GV10189	77
GV10192	6
GV10192	12
GV10196	110
GV10196	112
GV10196	115
GV10200	8
GV10203	34
GV10203	36
GV10203	38
GV10205	59
GV10205	60
GV10205	62
GV10205	63
GV10205	64
GV10205	66
GV10205	67
GV10207	56
GV10207	57
GV10207	59
GV10212	236
GV10212	239
GV10212	242
GV10216	33
GV10216	35
GV10216	37
GV10217	107
GV10217	109
GV10217	110
GV10217	112
GV10217	113
GV10219	115
GV10219	118
GV10220	119
GV10221	120
GV10222	123
GV10223	126
GV10223	129
GV10224	130
GV10224	132
GV10228	43
GV10228	45
GV10228	49
GV10228	51
GV10231	49
GV10231	52
GV10231	57
GV10238	81
GV10238	85
GV10238	87
GV10238	91
GV10238	93
GV10238	95
GV10245	74
GV10245	77
GV10249	261
GV10249	263
GV10249	265
GV10250	169
GV10250	176
GV10251	267
GV10251	269
GV10251	271
GV10252	9
GV10252	13
GV10253	3
GV10253	6
GV10253	9
GV10255	9
GV10255	10
GV10255	11
GV10255	12
GV10255	15
GV10255	16
GV10255	19
GV10257	274
GV10257	276
GV10257	278
GV10258	181
GV10258	183
GV10258	185
GV10259	70
GV10259	71
GV10259	72
GV10259	74
GV10259	75
GV10259	76
GV10259	78
GV10260	103
GV10260	105
GV10260	107
GV10261	110
GV10261	113
GV10261	116
GV10263	13
GV10263	16
GV10265	22
GV10265	25
GV10265	26
GV10265	27
GV10265	30
GV10265	31
GV10269	105
GV10269	108
GV10269	111
GV10270	114
GV10270	116
GV10270	118
GV10272	122
GV10272	125
GV10273	133
GV10273	136
GV10273	139
GV10279	47
GV10279	49
GV10279	50
GV10279	52
GV10279	54
GV10279	57
GV10280	20
GV10280	22
GV10280	24
GV10280	25
GV10288	38
GV10288	39
GV10288	41
GV10288	42
GV10288	44
GV10292	2
GV10292	4
GV10292	6
GV10294	34
GV10294	36
GV10294	38
GV10304	61
GV10304	63
GV10304	65
GV10304	67
GV10304	70
GV10307	4
GV10307	5
GV10307	6
GV10307	10
GV10307	11
GV10307	12
GV10308	26
GV10308	30
GV10308	32
GV10308	35
GV10310	71
GV10310	73
GV10310	75
GV10310	77
GV10310	79
GV10311	38
GV10311	40
GV10311	42
GV10312	32
GV10312	35
GV10314	3
GV10314	6
GV10315	41
GV10315	42
GV10315	45
GV10315	46
GV1032	96
GV1032	97
GV1032	98
GV1032	100
GV1032	101
GV1032	102
GV1032	104
GV1032	105
GV1032	106
GV10320	2
GV10320	5
GV10320	8
GV10325	61
GV10325	63
GV10325	65
GV10325	67
GV10326	68
GV10326	70
GV10326	72
GV10326	74
GV10330	28
GV10330	30
GV10330	32
GV10330	34
GV10332	52
GV10332	54
GV10332	55
GV10332	57
GV10332	59
GV10332	60
GV10332	61
GV10332	65
GV10332	66
GV10336	83
GV10336	85
GV10336	87
GV10339	90
GV10339	93
GV10339	96
GV10341	100
GV10341	102
GV10341	104
GV10342	50
GV10342	52
GV10342	55
GV10342	57
GV10343	2
GV10343	3
GV10343	4
GV10343	6
GV10343	7
GV10343	8
GV10343	10
GV10343	11
GV10343	12
GV10345	107
GV10345	108
GV10345	116
GV10345	117
GV10345	118
GV10345	128
GV10345	133
GV10346	74
GV10346	76
GV10346	78
GV10346	79
GV10349	130
GV10349	132
GV10349	134
GV10364	16
GV10364	19
GV10365	37
GV10365	38
GV10365	40
GV10365	41
GV10365	43
GV10368	46
GV10368	48
GV10368	50
GV10384	8
GV10384	10
GV10384	11
GV10384	16
GV10384	17
GV10384	19
GV10384	22
GV1039	107
GV1039	113
GV1039	114
GV1039	115
GV1039	121
GV1039	122
GV1039	123
GV1039	125
GV10390	62
GV10390	63
GV10390	65
GV10390	66
GV10390	67
GV10390	69
GV10390	70
GV10390	71
GV10390	72
GV10392	20
GV10392	23
GV10398	25
GV10398	27
GV10398	28
GV10398	30
GV10398	31
GV10399	42
GV10399	46
GV10399	48
GV10399	51
GV1040	127
GV1040	128
GV1040	130
GV1040	131
GV1040	133
GV10405	83
GV10408	83
GV10408	84
GV10408	87
GV10408	88
GV10409	94
GV10409	97
GV10411	57
GV10411	60
GV10428	90
GV10428	93
GV10428	96
GV10429	2
GV10429	3
GV10429	5
GV10429	6
GV10429	9
GV10433	14
GV10433	17
GV1044	64
GV1044	67
GV10443	49
GV10443	51
GV10443	53
GV10443	55
GV10443	57
GV10447	1
GV10447	3
GV10447	5
GV10447	7
GV10449	52
GV10449	60
GV10449	67
GV10451	29
GV10451	31
GV10451	33
GV10454	42
GV10454	44
GV10454	45
GV10454	48
GV10454	49
GV10459	23
GV10459	25
GV10459	27
GV10465	55
GV10465	58
GV10465	62
GV10465	65
GV10465	69
GV10466	74
GV10466	78
GV10469	66
GV10469	68
GV10469	70
GV10469	72
GV10471	8
GV10471	9
GV10471	10
GV10471	11
GV10471	12
GV10471	13
GV10471	14
GV10475	25
GV10475	29
GV10475	33
GV10479	1
GV10479	3
GV10479	5
GV10480	15
GV10480	17
GV10480	19
GV10480	21
GV10483	105
GV10483	108
GV10483	111
GV10483	114
GV10484	104
GV10484	106
GV10484	108
GV10485	22
GV10485	24
GV10485	26
GV10486	36
GV10486	37
GV10486	39
GV10486	40
GV10486	41
GV10486	43
GV10486	44
GV10487	93
GV10487	96
GV10487	97
GV10487	101
GV10487	102
GV10487	104
GV10488	29
GV10488	31
GV10488	32
GV10488	34
GV10488	35
GV10489	111
GV10489	113
GV10489	115
GV10490	47
GV10490	49
GV10490	50
GV10490	52
GV10490	54
GV10490	55
GV10490	57
GV10491	60
GV10491	63
GV10491	66
GV10492	22
GV10492	23
GV10492	24
GV10492	25
GV10492	26
GV10492	27
GV10492	28
GV10495	71
GV10495	75
GV10496	2
GV10496	4
GV10496	6
GV10497	35
GV10497	37
GV10497	39
GV10498	18
GV10498	21
GV10498	24
GV10499	96
GV10499	99
GV10500	27
GV10500	29
GV10500	31
GV10506	55
GV10506	56
GV10506	58
GV10506	59
GV10506	62
GV10507	105
GV10507	109
GV10507	113
GV10507	115
GV10511	65
GV10511	68
GV10511	71
GV10512	16
GV10512	19
GV10512	22
GV10515	62
GV10515	63
GV10515	67
GV10515	68
GV10517	44
GV10517	45
GV10517	47
GV10518	80
GV10518	82
GV10518	84
GV10518	86
GV10518	88
GV10521	9
GV10521	11
GV10521	13
GV10522	122
GV10522	124
GV10522	126
GV10523	74
GV10523	76
GV10523	78
GV10527	132
GV10527	135
GV10528	91
GV10528	93
GV10529	34
GV10529	36
GV10529	38
GV10530	45
GV10530	47
GV10530	49
GV10533	81
GV10533	82
GV10533	83
GV10533	86
GV10533	87
GV10533	88
GV10533	91
GV10534	53
GV10534	56
GV10536	50
GV10536	53
GV10536	56
GV10538	131
GV10538	133
GV10540	59
GV10540	60
GV10540	63
GV10540	64
GV10540	67
GV10541	1
GV10541	4
GV10541	8
GV10541	10
GV10542	97
GV10542	100
GV10544	2
GV10544	4
GV10544	5
GV10544	7
GV10544	9
GV10544	10
GV10544	12
GV10544	13
GV10548	11
GV10548	12
GV10548	13
GV10548	14
GV10548	15
GV10548	16
GV10548	17
GV10549	90
GV10549	91
GV10549	93
GV10549	94
GV10549	96
GV10550	9
GV10550	11
GV10550	13
GV10552	2
GV10552	6
GV10552	10
GV10556	82
GV10556	86
GV10559	2
GV10559	4
GV10559	6
GV10564	20
GV10564	23
GV10564	26
GV10566	62
GV10566	64
GV10566	66
GV10568	13
GV10568	14
GV10568	16
GV10568	17
GV10568	19
GV10569	85
GV10569	87
GV10569	89
GV10570	80
GV10570	81
GV10570	83
GV10570	84
GV10570	87
GV10570	88
GV10571	44
GV10571	46
GV10571	48
GV10572	10
GV10572	12
GV10572	14
GV10573	17
GV10573	19
GV10573	21
GV10580	20
GV10580	22
GV10580	24
GV10581	30
GV10581	32
GV10581	34
GV10583	11
GV10583	15
GV10586	104
GV10586	107
GV10595	69
GV10595	72
GV10596	39
GV10596	42
GV106	87
GV106	89
GV106	91
GV106	92
GV106	94
GV106	95
GV10600	1
GV10600	3
GV10600	5
GV10600	7
GV10601	130
GV10601	131
GV10601	132
GV10601	133
GV10601	134
GV10601	135
GV10601	136
GV10606	76
GV10606	78
GV10606	80
GV10606	82
GV10606	84
GV10608	23
GV10608	25
GV10608	27
GV10609	36
GV10610	94
GV10610	97
GV10611	38
GV10611	40
GV10611	41
GV10611	43
GV10611	45
GV10611	46
GV10611	48
GV10612	22
GV10612	24
GV10612	26
GV10612	27
GV10612	29
GV10612	30
GV10613	31
GV10613	33
GV10613	35
GV10613	37
GV10614	38
GV10614	40
GV10614	41
GV10614	43
GV10614	44
GV10614	46
GV10615	47
GV10615	49
GV10615	51
GV10615	53
GV10616	54
GV10616	57
GV10616	60
GV10616	63
GV10617	100
GV10617	103
GV10617	105
GV10618	102
GV10618	104
GV10618	106
GV10619	115
GV10619	117
GV10619	120
GV10621	47
GV10621	49
GV10621	51
GV10626	109
GV10626	112
GV10626	115
GV10627	59
GV10627	61
GV10627	64
GV10627	66
GV10627	69
GV10627	71
GV10638	1
GV10638	2
GV10638	3
GV10638	4
GV10638	5
GV10638	6
GV10638	7
GV10638	8
GV10638	9
GV10638	10
GV10638	11
GV10646	68
GV10646	70
GV10646	73
GV10648	17
GV10648	19
GV10648	20
GV10648	22
GV10648	23
GV10648	25
GV10649	67
GV10649	69
GV10649	70
GV10649	73
GV10649	74
GV10650	12
GV10650	15
GV10650	20
GV10650	22
GV10650	23
GV10656	94
GV10656	98
GV10661	12
GV10661	13
GV10661	14
GV10661	15
GV10661	16
GV10661	17
GV10661	18
GV10664	69
GV10664	71
GV10664	73
GV10668	41
GV10668	45
GV10668	49
GV10669	79
GV10669	83
GV10670	49
GV10670	53
GV10670	57
GV10672	86
GV10672	90
GV10672	94
GV10675	88
GV10675	90
GV10675	92
GV10677	97
GV10677	99
GV10677	102
GV10677	104
GV10677	107
GV10677	109
GV10678	1
GV10678	2
GV10678	3
GV10678	4
GV10678	5
GV10678	6
GV10678	7
GV10679	124
GV10679	127
GV10679	130
GV10680	32
GV10680	34
GV10680	37
GV10681	8
GV10681	9
GV10681	10
GV10681	11
GV10681	12
GV10681	13
GV10681	14
GV10682	2
GV10682	4
GV10682	6
GV10683	76
GV10683	78
GV10683	79
GV10683	81
GV10683	82
GV10686	17
GV10686	18
GV10686	21
GV10688	140
GV10688	142
GV10688	144
GV10689	126
GV10689	129
GV1069	85
GV1069	87
GV1069	89
GV10690	15
GV10690	17
GV10691	19
GV10691	21
GV10691	23
GV10691	25
GV10692	11
GV10692	15
GV10698	112
GV10698	114
GV10698	115
GV10698	117
GV10699	120
GV10699	122
GV10699	124
GV10701	142
GV10701	145
GV10704	127
GV10704	130
GV10704	132
GV10704	134
GV10704	136
GV10705	95
GV10705	97
GV10705	99
GV10706	2
GV10706	4
GV10706	6
GV10707	40
GV10707	43
GV10707	46
GV10708	139
GV10708	141
GV10709	2
GV10709	5
GV10709	8
GV10712	27
GV10712	29
GV10712	31
GV10713	12
GV10713	14
GV10713	16
GV10717	22
GV10717	24
GV10717	26
GV10717	29
GV10719	26
GV10719	28
GV10719	31
GV10719	32
GV10719	34
GV10719	37
GV10719	38
GV10719	40
GV10719	42
GV10726	34
GV10726	36
GV10726	38
GV10726	40
GV10726	42
GV10729	74
GV10729	76
GV10729	78
GV10731	81
GV10731	83
GV10731	85
GV10732	88
GV10732	90
GV10732	92
GV10733	103
GV10733	105
GV10733	107
GV10734	39
GV10734	41
GV10734	42
GV10734	44
GV10734	45
GV10735	95
GV10735	97
GV10735	99
GV10736	201
GV10736	203
GV10736	205
GV10740	26
GV10740	28
GV10740	30
GV10740	32
GV10741	33
GV10741	35
GV10741	37
GV10741	39
GV10744	165
GV10746	40
GV10746	42
GV10746	44
GV10746	46
GV10749	94
GV10749	96
GV10749	98
GV10749	100
GV1075	79
GV1075	81
GV1075	83
GV10751	61
GV10751	62
GV10751	63
GV10751	65
GV10751	66
GV10751	67
GV10751	69
GV10751	70
GV10751	71
GV10753	43
GV10753	45
GV10753	46
GV10753	48
GV10753	49
GV10753	51
GV10754	45
GV10754	47
GV10754	49
GV10758	26
GV10758	28
GV10758	30
GV1076	31
GV1076	34
GV1076	36
GV1076	38
GV1076	39
GV10765	11
GV10765	15
GV10765	16
GV10765	19
GV10774	52
GV10774	54
GV10774	55
GV10774	57
GV10774	58
GV10774	60
GV10776	126
GV10776	128
GV10776	131
GV10776	133
GV10776	134
GV10776	138
GV10781	48
GV10781	50
GV10781	53
GV10782	57
GV10782	60
GV10782	62
GV10782	64
GV10789	88
GV10789	90
GV10789	92
GV10797	66
GV10797	68
GV10797	69
GV10797	71
GV10798	82
GV10798	83
GV10798	85
GV10798	86
GV10798	88
GV10799	2
GV10799	4
GV10799	6
GV10800	119
GV10800	121
GV10801	51
GV10801	52
GV10801	54
GV10801	56
GV10802	10
GV10802	13
GV10802	14
GV10808	17
GV10808	19
GV10808	21
GV10808	23
GV10809	24
GV10809	26
GV10809	28
GV10809	30
GV10810	31
GV10810	33
GV10810	34
GV10810	36
GV10810	37
GV10810	39
GV10811	40
GV10811	42
GV10811	43
GV10811	45
GV10811	46
GV10811	48
GV10812	49
GV10812	51
GV10812	52
GV10812	54
GV10812	55
GV10813	154
GV10813	156
GV10813	158
GV10814	91
GV10814	93
GV10814	95
GV10815	27
GV10815	31
GV10818	98
GV10818	99
GV10818	101
GV10818	104
GV1082	2
GV1082	3
GV1082	4
GV1082	6
GV1082	7
GV1082	8
GV1082	10
GV10820	59
GV10820	61
GV10820	63
GV10823	111
GV10823	112
GV10823	115
GV10823	116
GV10827	161
GV10827	163
GV10827	165
GV10828	18
GV10828	20
GV10828	22
GV10828	24
GV10828	26
GV10829	2
GV10829	4
GV10829	7
GV1083	86
GV1083	89
GV1083	92
GV10830	168
GV10830	170
GV10830	172
GV10832	59
GV10832	62
GV10833	2
GV10833	4
GV10833	6
GV10834	68
GV10834	70
GV10835	73
GV10835	74
GV10835	76
GV10835	77
GV10835	79
GV10837	9
GV10837	10
GV10837	12
GV10837	13
GV10837	15
GV1086	14
GV1086	17
GV1086	18
GV1086	21
GV1087	92
GV1087	94
GV1087	96
GV1088	13
GV1088	17
GV1089	90
GV1089	93
GV1089	96
GV1089	98
GV1090	90
GV1090	92
GV1090	94
GV1094	2
GV1094	3
GV1094	7
GV1094	8
GV1094	13
GV1094	14
GV1097	113
GV1097	115
GV1097	117
GV1098	116
GV1099	121
GV1099	124
GW01CU10	84
GW01CU10	86
GW01CU10	93
GW01CU10	95
GW01CU10	97
GW01CU10	99
GW01CU10	101
GW01CU10	103
GW01CU12	21
GW01CU12	24
GW01CU13	27
GW01CU13	28
GW01CU13	30
GW01CU13	32
GW01CU13	34
GW01CU13	36
GW01CU13	38
GW01CU13	42
GW01CU13	44
GW01CU13	46
GW01CU13	48
GW01CU14	50
GW01CU14	52
GW01CU14	53
GW01CU14	54
GW01CU14	55
GW01CU14	56
GW01CU14	57
GW01CU14	63
GW01CU14	64
GW01CU14	65
GW01CU14	66
GW01CU14	67
GW01CU15	70
GW01CU18	2
GW01CU18	9
GW01CU20	193
GW01CU20	194
GW01CU24	12
GW01CU26	103
GW01CU26	104
GW01CU31	116
GW01CU31	118
GW01CU31	122
GW01CU33	81
GW01CU33	82
GW01CU33	84
GW01CU33	86
GW01CU33	88
GW01CU33	90
GW01CU33	92
GW01CU34	123
GW01CU34	125
GW01CU34	126
GW01FiU12	51
GW01FiU12	53
GW01FiU12	64
GW01FiU12	66
GW01FiU12	73
GW01FiU12	75
GW01FiU12	81
GW01FiU12	83
GW01FiU12	85
GW01FiU12	86
GW01FiU12	88
GW01FiU12	90
GW01FiU12	91
GW01FiU12	92
GW01FiU12	93
GW01FiU12	94
GW01FiU2	3
GW01FiU2	4
GW01FiU2	5
GW01FiU2	6
GW01FiU2	7
GW01FiU2	8
GW01FiU2	9
GW01FiU2	10
GW01FiU2	11
GW01FiU23	115
GW01FiU23	117
GW01FiU23	119
GW01FiU24	114
GW01FiU24	116
GW01FiU24	118
GW01FiU24	120
GW01FiU24	122
GW01FiU24	123
GW01FiU24	124
GW01FiU24	125
GW01FiU24	126
GW01FiU27	128
GW01FiU27	134
GW01FiU27	136
GW01FiU27	143
GW01FiU27	144
GW01FiU29	108
GW01FiU29	110
GW01FiU29	111
GW01FiU3	38
GW01FiU3	39
GW01FiU3	41
GW01FiU3	43
GW01FiU33	190
GW01FiU5	45
GW01FiU5	47
GW01FöU11	136
GW01FöU11	137
GW01FöU11	139
GW01FöU11	141
GW01FöU11	144
GW01FöU11	146
GW01FöU11	148
GW01FöU11	150
GW01FöU3	75
GW01FöU3	77
GW01FöU3	79
GW01FöU3	81
GW01FöU3	83
GW01FöU3	84
GW01FöU3	86
GW01FöU3	88
GW01JuU17	131
GW01JuU20	31
GW01JuU20	33
GW01JuU20	35
GW01JuU20	37
GW01JuU20	39
GW01JuU22	4
GW01JuU22	6
GW01JuU22	8
GW01JuU22	10
GW01JuU22	12
GW01JuU22	13
GW01JuU22	15
GW01JuU22	17
GW01JuU22	19
GW01JuU22	21
GW01JuU24	109
GW01KU10	141
GW01KU10	143
GW01KU10	145
GW01KU11	40
GW01KU11	45
GW01KU16	46
GW01KU16	47
GW01KU16	50
GW01KU17	155
GW01KU18	159
GW01KU18	161
GW01KU18	163
GW01KU18	165
GW01KU18	167
GW01KU18	175
GW01KU6	122
GW01KU9	125
GW01KrU5	4
GW01KrU5	6
GW01KrU5	8
GW01KrU5	10
GW01KrU5	12
GW01KrU5	14
GW01KrU5	16
GW01KrU6	20
GW01KrU6	22
GW01KrU6	23
GW01KrU6	24
GW01KrU6	25
GW01KrU6	26
GW01KrU6	27
GW01KrU6	29
GW01KrU6	31
GW01MJU16	1
GW01MJU16	8
GW01MJU16	10
GW01MJU16	22
GW01MJU16	24
GW01MJU22	99
GW01NU16	117
GW01NU16	119
GW01NU16	120
GW01NU16	122
GW01NU16	124
GW01NU16	125
GW01NU16	126
GW01NU16	127
GW01NU16	128
GW01NU16	130
GW01NU16	132
GW01NU16	135
GW01NU16	137
GW01NU16	140
GW01NU16	142
GW01NU16	150
GW01NU16	152
GW01NU17	147
GW01NU17	157
GW01NU17	159
GW01NU17	162
GW01NU17	164
GW01NU18	157
GW01NU18	159
GW01NU18	161
GW01NU18	168
GW01NU18	170
GW01NU18	177
GW01NU18	179
GW01NU25	109
GW01NU25	111
GW01NU25	117
GW01NU25	119
GW01NU25	121
GW01NU25	123
GW01NU25	126
GW01NU25	128
GW01NU25	134
GW01NU25	136
GW01NU25	139
GW01NU25	141
GW01NU25	143
GW01NU25	145
GW01NU25	147
GW01NU25	149
GW01NU25	151
GW01NU25	165
GW01NU25	167
GW01NU25	169
GW01NU26	173
GW01SkU23	171
GW01SkU23	173
GW01SkU23	174
GW01SkU23	175
GW01SkU23	176
GW01SkU23	177
GW01SkU23	178
GW01SkU23	179
GW01SkU23	180
GW01SkU23	181
GW01SkU23	182
GW01SkU23	183
GW01SkU23	184
GW01SkU23	186
GW01SkU23	188
GW01SkU24	8
GW01SkU24	10
GW01SkU24	12
GW01SkU24	14
GW01SkU24	16
GW01SkU25	127
GW01SkU25	129
GW01SkU25	132
GW01SkU25	133
GW01SkU25	135
GW01SkU25	137
GW01SkU25	139
GW01SkU25	149
GW01SkU25	150
GW01SkU25	152
GW01SkU25	154
GW01SkU26	159
GW01SkU26	161
GW01SkU26	163
GW01SkU26	173
GW01SkU26	175
GW01SkU26	177
GW01SkU26	179
GW01SkU26	180
GW01SkU26	182
GW01SkU26	184
GW01SoU12	3
GW01SoU12	5
GW01SoU12	7
GW01SoU12	12
GW01SoU12	14
GW01SoU12	16
GW01SoU16	101
GW01SoU16	103
GW01SoU16	106
GW01SoU24	3
GW01SoU24	5
GW01SoU24	7
GW01SoU24	9
GW01SoU24	11
GW01SoU5	153
GW01TU12	107
GW01TU13	4
GW01TU13	5
GW01TU13	6
GW01TU13	7
GW01TU13	8
GW01TU13	9
GW01TU13	11
GW01TU13	13
GW01TU13	15
GW01TU13	17
GW01TU14	4
GW01TU14	6
GW01TU14	8
GW01TU14	20
GW01TU14	22
GW01UU13	48
GW01UU13	55
GW01UU13	57
GW01UU16	134
GW01UU16	135
GW01UU16	138
GW01UU16	140
GW01UU16	142
GW01UU16	144
GW01UU16	150
GW01UU16	152
GW01UU16	154
GW01UU16	155
GW01UU16	157
GW01UU16	159
GW01UU16	160
GW01UU16	161
GW01UU16	162
GW01UU16	163
GW01UU16	165
GW01UU16	167
GW01UbU10	146
GW01UbU10	152
GW01UbU10	154
GW01UbU10	156
GW01UbU10	158
GW01UbU10	160
GW01UbU13	1
GW01UbU13	2
GW01UbU13	3
GW01UbU13	5
GW01UbU13	7
GW01UbU13	9
GW01UbU13	11
GW01UbU13	13
GW01UbU13	15
GW01UbU13	18
GW01UbU13	20
GW01UbU13	22
GW01UbU13	24
GW01UbU13	26
GW01UbU13	28
GW01UbU13	30
GW01UbU13	31
GW01UbU13	32
GW01UbU13	33
GW01UbU13	34
GW01UbU13	36
GW01UbU13	38
GW01UbU14	216
GW01UbU14	218
GW01UbU14	220
GW01UbU14	224
GW01UbU14	226
GW01UbU14	227
GW01UbU14	228
GW01UbU14	229
GW01UbU14	230
GW01UbU14	231
GW01UbU14	233
GW01UbU14	235
GW01UbU14	237
GW01UbU14	239
GW01UbU14	240
GW01UbU14	241
GW01UbU14	242
GW01UbU14	243
GW01UbU14	244
GW01UbU15	113
GW01UbU15	114
GW01UbU15	116
